0.372143,0.437285,0.634243,0.641012,1.628403,9.361097,1.010663,0.698594,0.628278,1.380144,2.288918,6.659233,1.758735,0.823899,1.005042,0.841092,1.573694,2.079145,1.022993,0.794961,0.809837,1.170721,3.040873,6.199730,1.264142,0.713318,0.685046,1.545670,4.628363,4.778669,1.759602,0.650981,0.383041,0.827476,2.781824,3.213678,1.800495,1.073944,0.502811,0.493923,1.938328,1.233109,0.920068,0.725919,0.790668,0.437563,0.286146,0.485779,0.858024,0.839427,0.923414,1.024681,1.115775,1.873783,0.713647,0.367221,0.708008,0.684083,0.825679,0.349901,0.201362,0.443888,0.526454
0.196368,0.258525,0.289282,0.744549,1.125854,6.708141,3.208137,1.676372,1.359783,1.517554,1.904275,4.732971,6.042612,1.367416,0.841996,0.679171,0.940757,1.074964,4.470972,0.228865,0.077667,0.562658,0.606306,1.362755,7.690914,2.463197,0.623669,0.350274,0.597986,1.246553,3.773842,2.761487,1.302616,0.741024,0.620592,1.171446,2.383088,5.714773,1.171358,0.520141,0.408558,0.268906,0.781863,1.750870,0.690022,0.423729,0.096108,0.270815,0.597962,0.507808,0.311276,0.897942,0.863263,0.997525,2.034550,0.603290,0.465681,0.532888,0.234225,0.436844,0.065955,0.298392,0.402044
0.210418,0.712327,0.487546,0.991960,1.202351,4.853022,4.341268,1.482459,0.992629,1.070414,1.335910,1.944574,6.532572,0.995484,0.345824,0.266608,0.383297,0.635335,3.931069,1.026358,1.103400,1.056640,1.217507,2.586291,4.352087,6.802188,2.088775,0.773670,0.805403,0.992955,1.508112,3.726178,1.466738,0.089298,0.509720,0.345548,1.054213,2.175392,1.807997,1.040752,0.343842,0.315544,0.266217,0.232573,0.770658,0.555236,0.495405,0.551917,0.103107,0.834910,0.809482,1.119404,1.144568,2.502674,0.824919,0.098412,0.415558,0.272583,0.446879,0.272160,0.146541,0.580573,0.171224
0.151916,0.287165,0.186390,0.288693,0.881135,3.817719,4.697539,1.163627,1.129641,1.075447,1.322772,1.802242,5.971194,1.959037,0.797137,0.844592,0.657019,0.604646,4.133318,1.991339,1.360291,0.484578,0.589789,2.168260,4.301880,6.662933,2.934454,0.217691,0.233176,0.625475,0.122360,2.110901,2.174580,0.376384,0.111041,0.106309,0.933430,2.562121,3.086579,1.310566,0.251708,0.329077,0.122710,0.306832,1.064487,0.527560,0.148826,0.166756,0.621879,0.836322,0.302211,0.984502,1.291712,0.421192,1.863502,0.448570,0.917328,0.247101,0.348139,0.530591,0.556841,0.575200,0.365726
0.198528,0.254021,0.144863,0.243384,0.711825,2.230266,2.025928,1.144931,0.649013,0.808630,1.114598,2.448509,3.053175,1.587127,0.947134,0.757774,1.181466,1.922107,1.841756,0.792337,0.702560,0.953046,1.011091,2.880167,2.358422,2.745304,1.187631,0.119113,0.415841,0.119967,1.192266,1.356766,0.709547,0.142874,0.454731,0.868526,1.561736,1.404481,0.921193,0.469085,0.119671,0.333258,0.349682,0.506722,0.320510,0.138342,0.163484,0.268842,0.322069,0.439696,0.748881,0.849731,0.496697,1.887306,0.582984,0.353877,0.936081,0.141913,0.249947,0.122112,0.360133,0.234460,0.285671
0.066315,0.374962,0.144025,0.177878,0.442472,0.953145,0.311994,0.173314,0.309095,0.111822,0.081030,0.097064,0.414384,0.296484,0.135550,0.027534,0.220899,0.188948,0.414521,0.020198,0.059011,0.225329,0.155384,0.387326,0.768141,0.222364,0.065952,0.157795,0.263558,0.219240,0.309872,0.210083,0.227582,0.138373,0.099387,0.207542,0.295765,0.194071,0.203666,0.095737,0.251820,0.169822,0.316109,0.080975,0.111707,0.170853,0.183982,0.160402,0.156096,0.524442,0.113955,0.793250,0.549726,1.845968,1.090964,0.454959,0.485879,0.530562,0.064828,0.159227,0.289727,0.303112,0.238816
0.831532,0.404042,1.166528,1.363377,2.162940,7.359185,6.290359,2.106559,1.303466,1.100048,1.292254,2.198712,9.444503,1.259978,0.252353,0.354751,0.929411,1.547869,4.777081,3.079965,1.664743,0.851150,1.312103,1.170353,3.798902,11.769704,3.824321,1.019350,0.088805,0.526262,1.211016,4.471620,1.326219,1.071453,1.339458,1.718015,2.052903,4.654287,5.977288,2.347893,1.325375,0.616906,0.313931,1.111155,1.128461,0.892466,1.042973,0.468491,0.811602,0.050979,0.584557,1.496540,0.593716,1.898201,1.113528,0.861236,0.743831,0.682803,0.194331,0.455136,0.545666,0.608976,0.569266
0.875307,0.572712,1.187465,1.122729,2.257292,8.296241,6.367460,2.568735,1.752005,1.724802,2.015743,2.879718,9.823794,0.833181,0.423349,0.479150,0.615906,1.034255,5.927586,1.936635,1.774777,1.683225,1.416694,2.045580,4.559941,12.741045,2.861022,1.432123,1.067841,0.816828,1.629824,4.831684,1.219555,0.909647,1.082475,1.082657,1.978159,4.458789,5.583675,2.061494,1.521718,1.377143,0.960045,1.925550,4.299583,1.241281,0.445418,0.107877,0.410862,0.697538,0.948272,1.000692,0.822021,0.863219,2.327060,1.051664,1.295217,0.668281,0.291211,0.603897,0.669222,0.493285,0.237710
0.416061,0.506764,0.515974,0.717234,0.381143,5.319065,2.925521,0.362778,0.340991,0.314691,1.195895,3.586382,4.749659,1.002585,0.456238,0.331842,0.813496,1.869281,3.537855,0.889999,0.151195,0.336877,1.172072,2.067341,5.736484,3.899585,1.082324,0.721187,0.356320,0.532700,1.473938,2.000500,0.960676,0.861196,0.970534,1.346367,2.604841,3.823348,1.757010,0.672755,0.685094,0.774535,0.585798,1.124619,0.720704,0.495008,0.334753,0.370534,0.544395,0.409383,0.447307,0.982162,0.892628,0.935465,2.113708,0.871153,0.813336,0.560258,0.315032,0.717994,0.836678,0.796407,0.766464
0.190808,0.169792,0.080202,0.482605,1.176892,1.405173,1.355155,0.684692,0.610369,0.639508,0.654788,0.804162,1.054888,0.206102,0.544739,0.378115,0.411219,0.516487,0.590875,1.277989,0.222820,0.673559,0.992567,0.939974,0.745915,0.746650,0.401726,0.183093,0.334183,0.136590,0.146076,0.284845,0.180503,0.108466,0.605622,0.641124,0.939776,1.021677,0.511652,0.954336,0.246578,0.333858,0.177467,0.339284,0.052878,0.326683,0.250049,0.091648,0.454118,0.342128,0.864935,1.033642,2.188191,0.227731,0.642513,0.540618,0.237190,0.064587,0.028444,0.132085,0.216531,0.487422,0.181531
